,Popularity,Country/ Region,Term,Full Form | Definition | Meaning,Main Category,Subcategory
2966,40,Worldwide, BSN , Body Sensor Networks ,Technology,Medical
2967,10,Malaysia, BSN , Bank Simpanan Nasional ,Business,Banking
2968,50,India, BSNL , Bharat Sanchar Nigam Limited ,Governmental,Firms & Organizations
2969,50,Worldwide, BSOD , Blue Screen of Death ,Computing,General Computing
2970,70,Worldwide, BSP , Board Support Package ,Computing,Software & Applications
2971,60,Philippines, BSP , Bangko Sentral ng Pilipinas ,Business,Banking
2972,50,Papua New Guinea, BSP , Bank South Pacific ,Business,Banking
2973,40,Worldwide, BSP , Business Service Provider ,Business,Services
2974,40,Worldwide, BSP , Binary Space Partitioning ,Computing,Programming & Development
2975,30,India, BSP , The Bahujan Samaj Party ,Governmental,Politics
2976,30,Bulgaria, BSP , Bulgarian Socialist Party ,Governmental,Politics
2977,20,India, BSP , Bhilai Steel Plant ,Governmental,Firms & Organizations
2978,20,United Kingdom, BSP , British Sea Power ,News & Entertainment,Music
2979,20,Philippines, BSP , Boy Scouts of the Philippines ,Associations & Organizations,Regional Organizations
2980,10,India, BSRTC , Bihar State Road Transport Corporation ,Transport & Travel,Land Transport
2981,50,Worldwide, BSSID , Basic Service Set Identifier ,Computing,Networking
2982,90,Worldwide, BST , British Summer Time ,Regional,Time Zones 
2983,40,Worldwide, BST , Binary Search Tree ,Computing,General Computing
2984,30,India, BSTDC , Bihar State Tourism Development Corporation ,Governmental,Departments & Agencies
2985,90,Worldwide, BT , British Telecommunications ,Business,Companies & Corporations
2986,80,Worldwide, BTC , bitcoin ,Regional,Currencies
2987,60,India, BTC , Basic Training Certificate ,Academic & Science,Courses
2988,50,India, BTC , Bodoland Territorial Council ,Governmental,Policies & Programs
2989,40,India, BTC , Balaghat Junction ,Transport & Travel,IRCTC Station Codes
2990,30,Worldwide, BTC , Bit Test and Complement ,Computing,General Computing
2991,20,United Kingdom, BTC , British Transport Commission ,Governmental,Departments & Agencies
2992,20,Sri Lanka, BTC , Batticaloa Airport ,Transport & Travel,Airport Codes
2993,20,Bahamas, BTC , Bahamas Telecommunications Company ,Business,Companies & Corporations
2994,20,Botswana, BTC , Botswana Telecommunications Corporation ,Business,Companies & Corporations
2995,70,Worldwide, BTech , Bachelor of Technology ,Academic & Science,Academic Degrees
2996,50,Worldwide, BTG , Behind The GIF ,Miscellaneous,Chat & Messaging
2997,40,United Kingdom, BTG , British Technology Group ,Business,Companies & Corporations
2998,30,United Kingdom, BTG , Bishop Thomas Grant School ,Academic & Science,Universities & Institutions
2999,30,Israel, BTG , Bio-Technology General Ltd ,Business,Companies & Corporations
3000,20,Central African Republic, BTG , Batangafo Airport ,Transport & Travel,Airport Codes
3001,20,China, BTG , Beijing Tourism Group ,Transport & Travel,Tourism
3002,60,Worldwide, BTM , Business Technology Management ,Business,Business Management
3003,40,India, BTM ," Byrasandra, Tavarekere and Madiwala ",Regional,Places
3004,30,United States, BTM , Bert Mooney Airport ,Transport & Travel,Airport Codes
3005,20,Worldwide, BTM , Big Thunder Mountain ,Sports & Games,Outdoor & Adventure
3006,70,Germany, BtMG , Betäubungsmittelgesetz ,Governmental,Law & Legal
3007,20,Canada, BTMG , Bulk Tank Milk Grader ,Business,Job Titles
3008,50,Indonesia, BTPN , Bank Tabungan Pensiunan Nasional ,Business,Banking
3009,40,Malaysia, BTPN , Bahagian Teknologi Pendidikan Negeri ,Academic & Science,Universities & Institutions
3010,20,India, BTPN , Bogie Tank Petrol & Naphtha ,Transport & Travel,Rail Transport
3011,80,Worldwide, BTS , BangTan Sonyeondan / Beyond The Scene ,Arts,Musical groups
3012,80,Worldwide, BTS , Base Transceiver Station ,Technology,Communication
3013,70,France, BTS , Brevet de Technicien Supérieur ,Academic & Science,Courses
3014,60,United Kingdom, BTS , British Thoracic Society ,Associations & Organizations,Medical Organizations
3015,60,United Kingdom, BTS , British Transplantation Society ,Associations & Organizations,Medical Organizations
3016,60,United States, BTS , Bureau of Transportation Statistics ,Governmental,Departments & Agencies
3017,60,Slovakia, BTS , Bratislava Airport ,Transport & Travel,Airport Codes
3018,50,Worldwide, BTS , Bug Tracking System ,Computing,Software & Applications
3019,40,Israel, BTS , Breaking The Silence ,Associations & Organizations,Regional Organizations
3020,40,Bangladesh, BTS , Breaking the Silence ,Associations & Organizations,Regional Organizations
3021,40,United Kingdom, BTS , British Toxicology Society ,Associations & Organizations,Scientific Organizations
3022,40,United Kingdom, BTS , British Tunnelling Society ,Associations & Organizations,Professional Associations
3023,40,Worldwide, BTS , Build-To-Stock ,Business,Business Terms
3024,40,Worldwide, BTS , Branch Trace Store ,Computing,General Computing
3025,40,Malaysia, BTS , Bandar Tasik Selatan ,Transport & Travel,Rail Transport
3026,40,Thailand, BTS , Bangkok Mass Transit System ,Transport & Travel,Rail Transport
3027,40,Indonesia, bts , Batak Simalungun ,Regional,Language Codes
3028,40,Worldwide, BTS , Blalock–Taussig Shunt ,Medical,Treatments & Procedures
3029,40,Germany, BtS , Biotechnologische Studenteninitiative  ,Associations & Organizations,Regional Organizations
3030,30,Germany, BTS , Berlin Graduate School for Transnational Studies ,Academic & Science,Universities & Institutions
3031,20,Worldwide, BtS , Beyond the Supernatural ,Sports & Games,Other Games
3032,10,India, BTS , Baptist Theological Seminary ,Society & Culture,Religion & Spirituality
3033,10,Netherlands, BTS , Broadcast Television Systems ,Business,Companies & Corporations
3034,10,United States, BTS , Bangor Theological Seminary ,Society & Culture,Religion & Spirituality
3035,40,Worldwide, BTTS , Both Teams To Score ,Sports & Games,Football
3036,30,Worldwide, BTTS , Buddhist Text Translation Society ,Associations & Organizations,Religious Organizations
3037,20,United States, BTTS , Bristol Tennessee Transit System ,Transport & Travel,Land Transport
3038,70,Worldwide, Btu , British thermal unit ,Academic & Science,Units
3039,40,United States, BTU , Peabody Energy Corporation ,Business,NYSE Symbols
3040,40,Malaysia, BTU , Bintulu Airport ,Transport & Travel,Airport Codes
3041,40,Germany, BTU , Brandenburgische Technische Universität ,Academic & Science,Universities & Institutions
3042,40,Turkey, BTU , Bursa Technical University ,Academic & Science,Universities & Institutions
3043,40,United States, BTU , Boston Teachers Union ,Associations & Organizations,Regional Organizations
3044,30,Worldwide, BTU , Benzylthiouracil ,Medical,Medicines & Drugs
3045,30,United States, BTU , Broward Teachers Union ,Associations & Organizations,Regional Organizations
3046,10,Gambia, BTU , Bathurst Trade Union ,Associations & Organizations,Regional Organizations
3047,100,Worldwide, BTW , By the Way ,Miscellaneous,Chat & Messaging
3048,20,Indonesia, BTW , Batu Licin Airport ,Transport & Travel,Airport Codes
3049,60,Worldwide, Bugatti ," named after its founder, Ettore Bugatti ",Business,Companies & Corporations
3050,100,Worldwide, Buick ," from the name of its founder, David Dunbar Buick ",Business,Companies & Corporations
3051,70,France, Bull ," Named after its founder, Fredrik Rosing Bull ",Business,Companies & Corporations
3052,80,Spain, Bultaco ," from the name of its founder, Paco Bultó ",Business,Companies & Corporations
3053,30,India, BUMS , Bachelor of Unani Medicine and Surgery ,Academic & Science,Academic Degrees
3054,20,United Kingdom, BUMS , Bath University Maths Society ,Associations & Organizations,Educational Organizations
3055,20,United Kingdom, BUMS , Bristol University Music Society ,Associations & Organizations,Arts Associations 
3056,10,Canada, BUMS , Brandon University Music Students ,Associations & Organizations,Educational Organizations
3057,40,Germany, BVG , Berliner Verkehrsbetriebe ,Transport & Travel,Land Transport
3058,30,Norway, BVG , Berlevag Airport ,Transport & Travel,Airport Codes
3059,20,Worldwide, BVG , Best Value Guarantee ,Business,Products
3060,20,India, BVG , Bharat Vikas Group ,Business,Companies & Corporations
3061,30,Worldwide, BVSc , Bachelor of Veterinary Science ,Academic & Science,Academic Degrees
3062,30,India, BWSL , Bandra–Worli Sea Link ,Regional,Buildings & Landmarks
3063,10,United States, BWSL , Boo Williams Summer League ,Associations & Organizations,Sports & Recreation Organizations
3064,20,India, BWSSB , Bangalore Water Supply and Sewerage Board ,Governmental,Departments & Agencies
3065,60,Worldwide, BYD , Build Your Dreams ,Business,Companies & Corporations
3066,40,Worldwide, BYD , Barley Yellow Dwarf ,Trees & Plants,Pathogens & Diseases
3067,40,United Kingdom, BYD , Barry Docks ,Transport & Travel,Railway Station Codes
3068,10,United States, BYD , Bury Your Dead ,Arts,Musical groups
3069,10,Yemen, BYD , Beidah Airport ,Transport & Travel,Airport Codes
3070,60,Worldwide, BYOD , Bring Your Own Device ,Business,Business Terms
3071,30,Worldwide, BYOP , Bring Your Own Phone ,Business,Business Terms
3072,20,United States, BYOP , Be Your Own Pet ,News & Entertainment,Music
3073,40,India, C-DIT , Centre for Development of Imaging Technology ,Governmental,Firms & Organizations
3074,20,India, C-DOT , Centre for Development of Telematics ,Governmental,Firms & Organizations
3075,80,Worldwide, c/o , care of ,Business,Business Terms
3076,100,Canada, CA , Canada ,Regional,Countries
3077,90,Worldwide, CA , Chartered Accountant ,Business,Job Titles
3078,90,Worldwide, Ca , Calcium ,Academic & Science,Chemistry
3079,80,United States, CA , California ,Regional,Postal Codes
3080,80,China, CA , Air China ,Transport & Travel,Airline Codes
3081,70,Worldwide, ca , Catalan ,Regional,Language Codes
3082,60,Australia, CA , Cricket Australia ,Sports & Games,Cricket
3083,40,Worldwide, CA , Certificate Authority ,Computing,Security
3084,30,United Kingdom, CA , Carlisle ,Regional,Postal Codes
3085,30,Worldwide, CA , Chromatic Aberration ,Academic & Science,Physics
3086,30,Canada, CA , Canada (TLD) ,Computing,Domain Names (TLD)
3087,90,India, CAA , Citizenship Amendment Act ,Governmental,Law & Legal
3088,80,United States, CAA , Clean Air Act ,Governmental,Law & Legal
3089,70,South Africa, CAA , Civil Aviation Authority ,Governmental,Departments & Agencies
3090,70,United Kingdom, CAA , Civil Aviation Authority ,Governmental,Departments & Agencies
3091,60,United States, CAA , Colonial Athletic Association ,Associations & Organizations,Sports & Recreation Organizations
3092,60,United States, CAA , Creative Artists Agency ,Business,Companies & Corporations
3093,60,Worldwide, CAA , Cerebral Amyloid Angiopathy ,Medical,Diseases & Conditions
3094,60,Worldwide, CAA , Certification Authority Authorization ,Computing,Internet
3095,60,New Zealand, CAA , Civil Aviation Authority ,Governmental,Departments & Agencies
3096,60,Norway, CAA , Civil Aviation Authority ,Governmental,Departments & Agencies
3097,50,Worldwide, CAA , Confederation of African Athletics ,Associations & Organizations,Sports & Recreation Organizations
3098,50,Canada, CAA , Canadian Automobile Association ,Associations & Organizations,Regional Organizations
3099,40,Congo-Kinshasa, CAA , Compagnie Africaine d'Aviation ,Transport & Travel,Air Transport
3100,40,Canada, CAA , Canadian Avalanche Association ,Associations & Organizations,Regional Organizations
3101,40,United States, CAA , Canyon Athletic Association ,Associations & Organizations,Sports & Recreation Organizations
3102,40,United Kingdom, CAA , Campaign Against Antisemitism ,Associations & Organizations,Regional Organizations
3103,40,United Arab Emirates, CAA , Commission for Academic Accreditation ,Governmental,Departments & Agencies
3104,40,Worldwide, CAA , Commonwealth Association of Architects ,Associations & Organizations,Professional Associations
3105,40,United States, CAA , Council on African Affairs ,Associations & Organizations,Regional Organizations
3106,40,Worldwide, CAA , Computational AeroAcoustics ,Academic & Science,Physics
3107,40,United Kingdom, CAA , Coventry Arena ,Transport & Travel,Railway Station Codes
3108,40,United States, CAA , Cuban Adjustment Act ,Governmental,Law & Legal
3109,40,China, CAA , China Academy of Art ,Academic & Science,Universities & Institutions
3110,40,United States, CAA , College Art Association ,Associations & Organizations,Arts Associations 
3111,40,Taiwan, CAA , Civil Aeronautics Administration ,Governmental,Departments & Agencies
3112,40,United States, CAA , Civil Aeronautics Administration ,Governmental,Departments & Agencies
3113,40,Moldova, CAA , Civil Aviation Authority ,Governmental,Departments & Agencies
3114,30,United States, CAA , Center for Army Analysis ,Governmental,Military
3115,30,Cyprus, CAA , Cyprus Automobile Association ,Associations & Organizations,Regional Organizations
3116,20,United States, CAA , Center for American Archeology ,Academic & Science,Research & Development
3117,20,United States, CAA , California Alumni Association ,Associations & Organizations,Regional Organizations
3118,20,China, CAA , Cat Aficionado Association ,Associations & Organizations,Animal Welfare
3119,20,Worldwide, CAA , Computer-Aided Auscultation ,Technology,Medical
3120,20,Zambia, CAA , Central African Airways ,Transport & Travel,Airline Codes
3121,20,Latvia, CAA , Civil Aviation Agency ,Governmental,Departments & Agencies
3122,20,Slovenia, CAA , Civil Aviation Agency Slovenia ,Governmental,Departments & Agencies
3123,10,Canada, CAA , Canadian Archeological Association ,Associations & Organizations,Professional Associations
3124,10,New Zealand, CAA , Cycle Action Auckland ,Associations & Organizations,Regional Organizations
3125,10,United States, CAA , Combined Agents of America ,Associations & Organizations,Regional Organizations
3126,40,Worldwide, CABG , Coronary Artery Bypass Graft ,Medical,Surgery
3127,40,Worldwide, CABI , Commonwealth Agricultural Bureaux International ,Associations & Organizations,Non-Profit Organizations
3128,30,India, CABI , Cricket Association for the Blind ,Associations & Organizations,Sports & Recreation Organizations
3129,30,Worldwide, CAbi , Carol Anderson by invitation ,Business,Companies & Corporations
3130,20,United States, CABI , Colorado Association of Business Intermediaries ,Associations & Organizations,Regional Organizations
3131,20,United States, CABI , California Birth Index ,Governmental,Documents & Certificates
3132,20,United States, CABI , Cape Ann Business Incubator ,Associations & Organizations,Regional Organizations
3133,20,United States, CABI , Center for Advanced Brain Imaging ,Medical,Hospitals
3134,20,United States, CABI , Connect Appalachia Broadband Initiative ,Associations & Organizations,Regional Organizations
3135,20,United States, CaBi , Capital Bikeshare ,Transport & Travel,Land Transport
